x,y,z, ,vx,vy,vz
-0.0388867,0.975797,0.202101, ,-0.102704,0.1,-0.0354408
-0.0406224,0.977497,0.201469, ,-0.102101,0.1,-0.0371867
-0.0423474,0.979197,0.200807, ,-0.101469,0.1,-0.0389224
-0.0440611,0.980897,0.200116, ,-0.100807,0.1,-0.0406474
-0.0457631,0.982597,0.199396, ,-0.100116,0.1,-0.0423611
-0.0474529,0.984297,0.198647, ,-0.0993962,0.1,-0.0440631
-0.0491299,0.985997,0.197869, ,-0.0986471,0.1,-0.0457529
-0.0507936,0.987697,0.197063, ,-0.0978693,0.1,-0.0474299
-0.0524437,0.989397,0.196228, ,-0.097063,0.1,-0.0490936
-0.0540796,0.991097,0.195366, ,-0.0962284,0.1,-0.0507437
-0.0557008,0.992797,0.194475, ,-0.0953658,0.1,-0.0523796
-0.0573069,0.994497,0.193557, ,-0.0944753,0.1,-0.0540008
-0.0588974,0.996197,0.192612, ,-0.0935573,0.1,-0.0556069
-0.0604718,0.997897,0.19164, ,-0.092612,0.1,-0.0571974
-0.0620296,0.999597,0.190641, ,-0.0916396,0.1,-0.0587718
-0.0635705,1.0013,0.189615, ,-0.0906405,0.1,-0.0603296
-0.065094,1.003,0.188563, ,-0.0896149,0.1,-0.0618705
-0.0665996,1.0047,0.187485, ,-0.0885631,0.1,-0.063394
-0.0680868,1.0064,0.186382, ,-0.0874854,0.1,-0.0648996
-0.0695553,1.0081,0.185254, ,-0.0863821,0.1,-0.0663868
-0.0710046,1.0098,0.1841, ,-0.0852535,0.1,-0.0678553
-0.0724343,1.0115,0.182922, ,-0.0841,0.1,-0.0693046
-0.073844,1.0132,0.181719, ,-0.0829218,0.1,-0.0707343
-0.0752332,1.0149,0.180493, ,-0.0817193,0.1,-0.072144
-0.0766016,1.0166,0.179243, ,-0.0804929,0.1,-0.0735332
-0.0779487,1.0183,0.17797, ,-0.0792428,0.1,-0.0749016
-0.0792742,1.02,0.176673, ,-0.0779695,0.1,-0.0762487
-0.0805776,1.0217,0.175355, ,-0.0766733,0.1,-0.0775742
-0.0818587,1.0234,0.174014, ,-0.0753545,0.1,-0.0788776
-0.0831169,1.0251,0.172651, ,-0.0740136,0.1,-0.0801587
-0.084352,1.0268,0.171267, ,-0.0726509,0.1,-0.0814169
-0.0855635,1.0285,0.169862, ,-0.0712668,0.1,-0.082652
-0.0867512,1.0302,0.168436, ,-0.0698617,0.1,-0.0838635
-0.0879146,1.0319,0.16699, ,-0.068436,0.1,-0.0850512
-0.0890534,1.0336,0.165525, ,-0.0669902,0.1,-0.0862146
-0.0901673,1.0353,0.16404, ,-0.0655245,0.1,-0.0873534
-0.091256,1.037,0.162536, ,-0.0640395,0.1,-0.0884673
-0.0923191,1.0387,0.161013, ,-0.0625356,0.1,-0.089556
-0.0933563,1.0404,0.159473, ,-0.0610131,0.1,-0.0906191
-0.0943674,1.0421,0.157914, ,-0.0594726,0.1,-0.0916563
-0.0953519,1.0438,0.156339, ,-0.0579144,0.1,-0.0926674
-0.0963097,1.0455,0.154747, ,-0.0563391,0.1,-0.0936519
-0.0972404,1.0472,0.153139, ,-0.054747,0.1,-0.0946097
-0.0981437,1.0489,0.151515, ,-0.0531386,0.1,-0.0955404
-0.0990195,1.0506,0.149875, ,-0.0515145,0.1,-0.0964437
-0.0998674,1.0523,0.148221, ,-0.0498749,0.1,-0.0973195
-0.100687,1.054,0.146552, ,-0.0482205,0.1,-0.0981674
-0.101478,1.0557,0.144869, ,-0.0465516,0.1,-0.0989871
-0.102241,1.0574,0.143173, ,-0.0448689,0.1,-0.0997785
-0.102975,1.0591,0.141463, ,-0.0431726,0.1,-0.100541
-0.10368,1.0608,0.139742, ,-0.0414634,0.1,-0.101275
-0.104356,1.0625,0.138008, ,-0.0397417,0.1,-0.10198
-0.105002,1.0642,0.136263, ,-0.0380081,0.1,-0.102656
-0.105618,1.0659,0.134507, ,-0.0362629,0.1,-0.103302
-0.106205,1.0676,0.13274, ,-0.0345068,0.1,-0.103918
-0.106761,1.0693,0.130964, ,-0.0327402,0.1,-0.104505
-0.107288,1.071,0.129178, ,-0.0309636,0.1,-0.105061
-0.107784,1.0727,0.127383, ,-0.0291776,0.1,-0.105588
-0.108249,1.0744,0.125579, ,-0.0273826,0.1,-0.106084
-0.108684,1.0761,0.123768, ,-0.0255791,0.1,-0.106549
-0.109088,1.0778,0.121949, ,-0.0237678,0.1,-0.106984
-0.109461,1.0795,0.120124, ,-0.0219491,0.1,-0.107388
-0.109804,1.0812,0.118292, ,-0.0201235,0.1,-0.107761
-0.110114,1.0829,0.116454, ,-0.0182915,0.1,-0.108104
-0.110394,1.0846,0.114611, ,-0.0164538,0.1,-0.108414
-0.110643,1.0863,0.112763, ,-0.0146107,0.1,-0.108694
-0.11086,1.088,0.110911, ,-0.0127629,0.1,-0.108943
-0.111045,1.0897,0.109055, ,-0.0109109,0.1,-0.10916
-0.111199,1.0914,0.107196, ,-0.00905519,0.1,-0.109345
-0.111321,1.0931,0.105335, ,-0.00719633,0.1,-0.109499
-0.111412,1.0948,0.103471, ,-0.00533484,0.1,-0.109621
-0.111471,1.0965,0.101606, ,-0.00347128,0.1,-0.109712
-0.111498,1.0982,0.0997401, ,-0.00160618,0.1,-0.109771
-0.111494,1.0999,0.0978735, ,0.000259929,0.1,-0.109798
-0.111458,1.1016,0.096007, ,0.0021265,0.1,-0.109794
-0.11139,1.1033,0.0941412, ,0.003993,0.1,-0.109758
-0.11129,1.105,0.0922764, ,0.00585888,0.1,-0.10969
-0.111159,1.1067,0.0904134, ,0.00772361,0.1,-0.10959
-0.110996,1.1084,0.0885526, ,0.00958664,0.1,-0.109459
-0.110801,1.1101,0.0866946, ,0.0114474,0.1,-0.109296
-0.110575,1.1118,0.0848399, ,0.0133055,0.1,-0.109101
-0.110317,1.1135,0.082989, ,0.0151602,0.1,-0.108875
-0.110028,1.1152,0.0811425, ,0.0170111,0.1,-0.108617
-0.109708,1.1169,0.0793009, ,0.0188576,0.1,-0.108328
-0.109356,1.1186,0.0774648, ,0.0206992,0.1,-0.108008
-0.108973,1.1203,0.0756346, ,0.0225353,0.1,-0.107656
-0.108558,1.122,0.073811, ,0.0243654,0.1,-0.107273
-0.108113,1.1237,0.0719944, ,0.0261891,0.1,-0.106858
-0.107637,1.1254,0.0701854, ,0.0280057,0.1,-0.106413
-0.10713,1.1271,0.0683844, ,0.0298147,0.1,-0.105937
-0.106593,1.1288,0.0665921, ,0.0316156,0.1,-0.10543
-0.106025,1.1305,0.0648089, ,0.0334079,0.1,-0.104893
-0.105427,1.1322,0.0630354, ,0.0351911,0.1,-0.104325
-0.104798,1.1339,0.0612721, ,0.0369646,0.1,-0.103727
-0.10414,1.1356,0.0595194, ,0.038728,0.1,-0.103098
-0.103452,1.1373,0.0577779, ,0.0404807,0.1,-0.10244
-0.102734,1.139,0.0560481, ,0.0422221,0.1,-0.101752
-0.101987,1.1407,0.0543306, ,0.0439519,0.1,-0.101034
-0.10121,1.1424,0.0526257, ,0.0456695,0.1,-0.100287
-0.100405,1.1441,0.050934, ,0.0473744,0.1,-0.0995104
-0.0995709,1.1458,0.049256, ,0.0490661,0.1,-0.098705
-0.0987082,1.1475,0.0475922, ,0.050744,0.1,-0.0978709
-0.0978173,1.1492,0.0459431, ,0.0524078,0.1,-0.0970083
